Policy_ID,Sub_Type,Business_Type,Employees,Annual_Premium,Coverage_Amount,Risk_Level,Claim_Status,No_Claim_Years
B08852,Workers Compensation,IT,342,81359.6,1328320,Medium,No,1
B08853,Liability,Retail,249,35183.96,502628,Medium,No,1
B08854,Workers Compensation,IT,405,94257.72,4802977,Low,No,4
B08855,Professional Indemnity,IT,155,38158.11,717638,Low,No,5
B08856,Liability,Manufacturing,69,75749.1,2628030,Medium,No,1
B08857,Professional Indemnity,Manufacturing,55,60475.07,3147120,Low,Yes,4
B08858,Liability,Manufacturing,248,25923.0,1270227,High,Yes,0
B08859,Liability,Healthcare,496,99806.14,3360819,Medium,No,1
B08860,Liability,Retail,69,161616.0,5494944,Medium,Yes,0
B08861,Professional Indemnity,Healthcare,437,136212.0,5584692,Medium,Yes,0
B08862,Liability,Construction,44,146528.27,4700987,Medium,Yes,5
B08863,Workers Compensation,Manufacturing,87,66230.36,1351640,Low,No,1
B08864,Workers Compensation,Construction,345,173575.0,5554400,High,No,0
B08865,Liability,IT,327,55196.12,671693,Low,No,5
B08866,Professional Indemnity,Construction,289,105436.03,4782363,Medium,No,5
B08867,Liability,Healthcare,141,54551.7,890640,High,Yes,1
B08868,Liability,Construction,489,96728.56,2247210,Medium,No,5
B08869,Liability,Retail,124,91852.46,1499632,Low,No,1
B08870,Liability,Construction,186,20189.96,226622,High,No,1
B08871,Liability,Healthcare,19,189777.92,2371236,Low,Yes,2
B08872,Liability,Construction,433,20631.0,825240,Low,No,0
B08873,Workers Compensation,IT,166,42026.11,1741428,High,No,3
B08874,Liability,IT,38,32819.22,602802,Low,No,1
B08875,Workers Compensation,Healthcare,407,85241.0,2642471,Medium,No,0
B08876,Liability,Construction,32,119439.57,4888995,High,No,5
B08877,Workers Compensation,Manufacturing,232,76177.46,1404013,Medium,No,4
B08878,Liability,Retail,426,141736.42,1880177,Medium,No,1
B08879,Professional Indemnity,Retail,35,27499.08,578018,Low,No,5
B08880,Liability,IT,486,85559.72,2366350,High,No,5
B08881,Liability,IT,353,19842.87,790272,Medium,No,5
B08882,Professional Indemnity,Manufacturing,134,164067.95,4174661,Medium,No,5
B08883,Workers Compensation,Healthcare,18,137843.4,5642315,Medium,Yes,5
B08884,Workers Compensation,Retail,370,128273.18,6151877,Low,Yes,1
B08885,Liability,IT,126,157658.13,3015162,Low,Yes,3
B08886,Workers Compensation,Manufacturing,330,77839.46,891539,Low,No,2
B08887,Liability,Construction,424,155807.92,2413166,High,No,5
B08888,Professional Indemnity,Retail,386,168728.57,3546597,Low,No,5
B08889,Workers Compensation,Manufacturing,311,105864.89,3637590,Medium,No,2
B08890,Liability,Manufacturing,303,110153.96,5282894,Low,Yes,1
B08891,Liability,Healthcare,190,199286.0,7572868,Medium,No,0
B08892,Liability,Retail,309,70420.04,2901186,Low,No,4
B08893,Professional Indemnity,Healthcare,349,37405.72,1622160,Low,No,4
B08894,Liability,Construction,269,133108.0,4791888,Medium,Yes,0
B08895,Workers Compensation,Manufacturing,439,119600.18,4759599,Low,No,1
B08896,Workers Compensation,Manufacturing,120,136023.48,4571632,High,No,4
B08897,Workers Compensation,Healthcare,378,116325.57,1695708,High,No,2
B08898,Liability,Healthcare,190,176018.0,6688684,Medium,No,0
B08899,Liability,IT,155,173130.39,7357920,Medium,No,3
B08900,Liability,Retail,243,183855.84,7691928,High,No,1
B08901,Liability,Construction,436,36110.0,974970,Medium,No,0
B08902,Professional Indemnity,Construction,410,81749.49,1683970,High,No,4
B08903,Workers Compensation,Construction,54,41610.8,806740,Medium,No,1
B08904,Workers Compensation,Construction,396,168360.04,7362684,Medium,No,2
B08905,Professional Indemnity,Healthcare,72,41883.24,598332,Medium,Yes,1
B08906,Liability,IT,66,85834.28,4291714,Low,No,1
B08907,Professional Indemnity,Manufacturing,242,63237.54,2502110,Medium,Yes,2
B08908,Professional Indemnity,IT,261,129227.23,5432594,Medium,No,5
B08909,Workers Compensation,IT,26,51284.4,1655369,High,No,2
B08910,Liability,Manufacturing,434,85283.52,1566432,Low,No,1
B08911,Professional Indemnity,Construction,353,86985.35,2717160,High,Yes,2
B08912,Workers Compensation,Manufacturing,18,21504.28,594750,Medium,No,5
B08913,Liability,IT,180,24362.0,365430,Medium,Yes,0
B08914,Liability,IT,249,115444.88,1562665,Medium,No,2
B08915,Professional Indemnity,Construction,283,141042.42,4405740,High,No,2
B08916,Liability,Construction,240,180883.5,2030325,Low,No,1
B08917,Professional Indemnity,Retail,266,147188.0,4710016,Medium,Yes,0
B08918,Workers Compensation,IT,356,57136.0,1032002,High,No,3
B08919,Liability,Construction,469,81505.34,2857734,High,Yes,3
B08920,Professional Indemnity,Construction,486,77138.57,1839882,Low,Yes,4
B08921,Liability,IT,13,159644.41,7978896,Medium,No,2
B08922,Workers Compensation,IT,349,50639.97,527280,Low,No,2
B08923,Liability,IT,222,81631.0,2612192,High,No,0
B08924,Workers Compensation,IT,75,75854.32,2349676,High,No,5
B08925,Workers Compensation,Manufacturing,224,23595.68,676890,High,Yes,3
B08926,Liability,Manufacturing,211,179144.19,5632438,High,No,4
B08927,Workers Compensation,Retail,252,147630.0,2657340,Medium,No,0
B08928,Liability,Healthcare,302,148551.79,4794987,Low,No,2
B08929,Workers Compensation,Construction,327,135788.59,2741187,Medium,No,3
B08930,Workers Compensation,Construction,114,180005.68,2341872,Low,Yes,4
B08931,Liability,Healthcare,365,173963.72,4260336,Low,No,1
B08932,Professional Indemnity,Healthcare,39,180146.03,3445236,Medium,No,3
B08933,Liability,Retail,90,39538.23,1800372,Medium,No,4
B08934,Liability,Manufacturing,8,178421.0,3925262,Medium,No,0
B08935,Professional Indemnity,IT,273,63116.9,1030480,Medium,No,1
B08936,Professional Indemnity,IT,171,123361.21,5483504,Medium,No,4
B08937,Professional Indemnity,Retail,305,105395.32,2399586,Medium,No,4
B08938,Liability,IT,322,21320.88,355200,Medium,No,2
B08939,Liability,Construction,282,40986.48,453430,Medium,Yes,5
B08940,Liability,Healthcare,388,143160.95,1977378,High,No,3
B08941,Professional Indemnity,Construction,322,113129.36,3769408,Medium,No,2
B08942,Liability,IT,110,133760.2,3275760,Medium,Yes,1
B08943,Professional Indemnity,IT,251,77063.77,3154435,Low,No,5
B08944,Professional Indemnity,IT,423,166310.36,4147084,Medium,Yes,4
B08945,Professional Indemnity,Construction,231,180283.41,4317491,High,No,2
B08946,Liability,Retail,118,128259.13,6952708,Low,No,5
B08947,Liability,IT,292,108410.26,2764416,Low,No,3
B08948,Professional Indemnity,IT,364,86363.48,2115024,Medium,No,1
B08949,Liability,Manufacturing,156,89114.0,2138736,Medium,No,0
B08950,Liability,Construction,23,22244.78,648536,Medium,No,2
B08951,Professional Indemnity,IT,313,51245.18,888947,Medium,No,1
B08952,Professional Indemnity,Retail,228,188549.0,7353411,High,No,0
B08953,Workers Compensation,Construction,480,151172.72,3148120,Medium,No,2
B08954,Workers Compensation,Retail,174,192704.26,6489021,Medium,No,1
B08955,Liability,Manufacturing,253,193649.96,5730458,Medium,No,1
B08956,Workers Compensation,Manufacturing,411,106668.98,5310315,Medium,No,5
B08957,Professional Indemnity,IT,303,140892.6,6161484,High,No,2
B08958,Liability,Manufacturing,246,113172.36,1847712,High,No,1
B08959,Liability,Manufacturing,93,124843.45,1894914,Medium,Yes,4
B08960,Liability,IT,19,148777.48,3562976,High,No,2
B08961,Workers Compensation,Retail,308,54288.08,1883464,Low,No,1
B08962,Professional Indemnity,Healthcare,237,161680.7,3756186,Medium,No,5
B08963,Liability,Manufacturing,487,127590.0,5613960,Low,Yes,0
B08964,Workers Compensation,Manufacturing,469,181492.0,4174316,Low,No,0
B08965,Professional Indemnity,Healthcare,137,167265.01,2720145,Low,No,4
B08966,Workers Compensation,Construction,217,60412.04,1069351,Low,Yes,2
B08967,Liability,IT,486,24366.99,997409,Low,No,5
B08968,Liability,IT,134,183260.98,5984032,Low,No,1
B08969,Professional Indemnity,Retail,329,99312.22,3850882,High,No,1
B08970,Liability,Healthcare,62,159755.0,7188975,Medium,No,0
B08971,Professional Indemnity,Manufacturing,486,174159.32,6936156,Medium,No,5
B08972,Liability,Construction,364,172823.2,2435797,High,Yes,4
B08973,Professional Indemnity,Healthcare,422,108168.0,1081680,Medium,No,0
B08974,Workers Compensation,IT,244,63335.0,1393370,Medium,No,0
B08975,Liability,Construction,208,111206.24,3616980,Medium,No,4
B08976,Professional Indemnity,Retail,211,139583.58,2616102,Medium,No,2
B08977,Workers Compensation,Healthcare,34,81037.18,1653820,Low,No,1
B08978,Liability,Healthcare,280,47928.76,898290,Medium,No,2
B08979,Workers Compensation,Manufacturing,66,92934.81,3701268,High,No,5
B08980,Professional Indemnity,Retail,56,49739.17,2166727,Low,No,3
B08981,Workers Compensation,IT,156,96165.35,3780438,High,No,3
B08982,Liability,Healthcare,114,149853.77,1592170,Medium,Yes,3
B08983,Workers Compensation,Construction,345,73468.47,1752344,Low,No,4
B08984,Liability,Healthcare,5,46355.0,2225040,Medium,No,0
B08985,Liability,Manufacturing,222,36674.79,916488,Medium,No,2
B08986,Workers Compensation,Retail,389,43072.96,922992,Low,Yes,1
B08987,Workers Compensation,Retail,392,165206.49,8249863,High,No,3
B08988,Workers Compensation,Construction,293,102849.24,4819050,Low,No,2
B08989,Liability,IT,110,167490.76,4448900,Medium,No,3
B08990,Professional Indemnity,IT,303,21494.0,616599,Low,No,3
B08991,Liability,Construction,246,24404.94,448254,Low,Yes,1
B08992,Workers Compensation,Manufacturing,179,173852.89,6154624,Medium,Yes,5
B08993,Liability,Manufacturing,388,126226.21,5027148,Low,Yes,5
B08994,Workers Compensation,Manufacturing,396,151859.6,3696022,Medium,No,5
B08995,Professional Indemnity,Retail,254,129954.29,6199248,Medium,No,4
B08996,Professional Indemnity,Construction,396,49622.0,1190928,Medium,Yes,0
B08997,Liability,Construction,65,47980.67,2288836,Medium,No,4
B08998,Liability,Construction,385,173349.32,4873419,Medium,No,2
B08999,Professional Indemnity,Retail,112,135163.83,2344640,Low,No,4
B09000,Professional Indemnity,Construction,386,48966.95,1682538,Medium,Yes,2
B09001,Workers Compensation,Manufacturing,31,61152.51,1719198,Medium,No,2
B09002,Workers Compensation,Retail,234,124655.0,3988960,Medium,No,0
B09003,Professional Indemnity,Retail,7,55472.9,2490620,High,Yes,1
B09004,Workers Compensation,Manufacturing,272,176258.0,7226578,Medium,No,0
B09005,Liability,Manufacturing,415,93486.2,4240343,Medium,No,5
B09006,Liability,Manufacturing,445,18098.3,660726,Medium,No,5
B09007,Workers Compensation,Retail,295,70237.41,3655152,Medium,No,4
B09008,Professional Indemnity,Construction,127,114164.67,5705856,Low,No,2
B09009,Professional Indemnity,Healthcare,89,154537.14,6567720,High,No,3
B09010,Workers Compensation,Retail,109,20389.98,259968,Medium,No,3
B09011,Professional Indemnity,Retail,378,142481.1,2373696,High,No,2
B09012,Workers Compensation,Healthcare,67,181012.0,5430360,Medium,Yes,0
B09013,Liability,IT,376,168444.36,7219044,Low,No,1
B09014,Professional Indemnity,Construction,174,180322.0,7212880,Medium,No,0
B09015,Liability,Construction,427,118642.05,3211884,Medium,No,2
B09016,Professional Indemnity,IT,69,56184.36,2515543,Medium,Yes,2
B09017,Workers Compensation,IT,479,102292.4,2505120,Low,No,1
B09018,Workers Compensation,IT,225,123233.0,5477805,Low,No,4
B09019,Liability,IT,29,163985.07,6755906,Medium,No,4
B09020,Liability,Healthcare,201,120170.54,2942952,High,No,1
B09021,Liability,Construction,353,37141.92,1328844,Medium,Yes,4
B09022,Workers Compensation,IT,281,124617.59,5958180,Medium,No,3
B09023,Liability,Construction,433,145401.19,5044448,High,Yes,4
B09024,Liability,Healthcare,453,131466.98,3563300,Low,Yes,4
B09025,Workers Compensation,Manufacturing,182,104472.03,5436720,Medium,Yes,4
B09026,Professional Indemnity,Manufacturing,211,59782.63,2921828,High,Yes,3
B09027,Workers Compensation,Healthcare,240,127052.52,1515206,Medium,Yes,4
B09028,Professional Indemnity,Retail,168,69333.44,843733,High,No,5
B09029,Workers Compensation,Retail,146,111930.32,1783860,Low,Yes,3
B09030,Workers Compensation,Retail,441,150017.42,2296185,Medium,Yes,1
B09031,Workers Compensation,Manufacturing,319,175593.0,5794569,High,No,0
B09032,Professional Indemnity,Retail,154,140921.06,6327068,Medium,Yes,1
B09033,Professional Indemnity,Retail,180,143841.0,3452184,Medium,No,0
B09034,Professional Indemnity,Healthcare,498,187017.32,1908340,Medium,No,1
B09035,Liability,Manufacturing,315,161116.65,3564840,Medium,Yes,5
B09036,Professional Indemnity,Healthcare,350,148356.0,4153968,High,No,0
B09037,Liability,Manufacturing,116,74538.0,1490760,Low,No,0
B09038,Liability,Retail,225,180049.07,2437149,Medium,No,2
B09039,Liability,Construction,452,61588.0,923820,High,No,0
B09040,Professional Indemnity,Construction,333,165702.0,3645444,Medium,Yes,0
B09041,Professional Indemnity,Healthcare,157,182485.6,5510290,Medium,No,2
B09042,Workers Compensation,Retail,128,115583.8,2631552,Low,No,4
B09043,Professional Indemnity,Construction,360,47953.0,519890,Low,No,4
B09044,Professional Indemnity,Healthcare,251,136471.88,5257663,Medium,No,2
B09045,Workers Compensation,Manufacturing,227,163580.11,6256836,High,Yes,3
B09046,Liability,Retail,73,166887.0,3504627,Low,No,0
B09047,Liability,Manufacturing,370,143536.0,4736688,Medium,No,0
B09048,Professional Indemnity,Retail,162,30115.26,1254280,Medium,No,2
B09049,Professional Indemnity,Construction,55,29152.94,1335620,Low,No,2
B09050,Liability,Healthcare,121,162712.33,5013491,High,No,3
B09051,Liability,Retail,251,46742.65,2430417,Low,Yes,5
B09052,Professional Indemnity,IT,444,177305.91,7496931,Low,No,4
B09053,Liability,Construction,165,107955.82,3194611,Medium,Yes,1
B09054,Liability,IT,144,43481.3,1346884,High,Yes,5
B09055,Workers Compensation,Construction,313,171532.81,7438800,Low,Yes,4
B09056,Liability,Retail,55,41558.0,1953226,Medium,Yes,0
B09057,Professional Indemnity,Manufacturing,155,79794.51,1324140,Low,No,5
B09058,Workers Compensation,Retail,129,128046.29,2799846,Low,No,2
B09059,Liability,IT,441,147216.55,6725845,High,No,3
B09060,Liability,Retail,229,148466.22,3219240,Medium,No,4
B09061,Professional Indemnity,Construction,286,116886.63,4346650,Medium,Yes,3
B09062,Professional Indemnity,Retail,119,100679.25,3929508,Medium,No,4
B09063,Workers Compensation,Retail,391,66936.24,2887989,Medium,No,5
B09064,Professional Indemnity,Retail,101,86961.0,3478440,Low,No,0
B09065,Workers Compensation,IT,142,66189.2,1013100,Medium,No,1
B09066,Liability,Retail,264,122223.19,4674960,Medium,No,3
B09067,Liability,IT,404,24783.47,710964,Medium,Yes,3
B09068,Workers Compensation,Retail,103,20514.34,230263,Low,No,1
B09069,Professional Indemnity,Retail,424,140798.56,2692728,Low,No,3
B09070,Professional Indemnity,Healthcare,404,57306.36,730644,Medium,No,3
B09071,Liability,Manufacturing,124,81058.64,3075835,High,No,4
B09072,Liability,Retail,190,43407.57,2211867,High,No,4
B09073,Workers Compensation,IT,257,184961.28,2642304,Low,No,1
B09074,Liability,IT,327,151315.0,4085505,High,No,0
B09075,Professional Indemnity,Healthcare,290,85063.47,3011360,High,Yes,5
B09076,Workers Compensation,Construction,472,56015.07,1115442,Low,No,5
B09077,Liability,IT,270,81473.34,3375996,Medium,No,3
B09078,Liability,Construction,18,128821.0,6054587,Low,No,0
B09079,Liability,Construction,89,187726.84,7853878,Medium,No,1
B09080,Professional Indemnity,Retail,71,30724.96,752448,Low,No,1
B09081,Professional Indemnity,Retail,17,125531.54,3402425,Medium,No,4
B09082,Workers Compensation,IT,341,134571.63,4575360,Medium,No,3
B09083,Liability,Construction,38,81437.12,3391800,High,No,2
B09084,Liability,Healthcare,410,153930.56,7696528,Medium,No,1
B09085,Workers Compensation,Healthcare,36,25774.54,410775,High,No,3
B09086,Workers Compensation,Construction,181,79249.0,1901976,Medium,No,0
B09087,Professional Indemnity,Retail,94,151092.21,4095225,Medium,No,4
B09088,Liability,IT,370,27585.85,732432,Medium,No,5
B09089,Professional Indemnity,Retail,246,185853.0,7248267,Low,Yes,0
B09090,Workers Compensation,IT,480,174820.24,3746148,Medium,No,1
B09091,Liability,IT,206,86194.92,4133838,Medium,No,1
B09092,Workers Compensation,Construction,364,97586.0,3610682,Low,No,0
B09093,Workers Compensation,Construction,133,87713.92,2058592,Medium,No,1
B09094,Professional Indemnity,Manufacturing,328,28713.89,427112,Medium,No,3
B09095,Professional Indemnity,IT,70,172589.76,5635584,Medium,No,1
B09096,Professional Indemnity,Construction,20,127348.6,6074948,Medium,No,4
B09097,Workers Compensation,Retail,399,118539.37,3652434,Medium,No,3
B09098,Professional Indemnity,Healthcare,487,186617.24,3886240,Low,No,2
B09099,Professional Indemnity,Healthcare,296,194140.94,3962060,Medium,No,1
B09100,Workers Compensation,Construction,396,116012.4,4735200,Medium,No,1
B09101,Liability,Manufacturing,308,80385.31,2527379,Medium,No,4
B09102,Liability,Healthcare,321,30534.08,628976,Medium,No,4
B09103,Liability,Healthcare,56,146216.42,4043950,Low,No,5
B09104,Workers Compensation,Healthcare,380,182108.0,2731620,Medium,Yes,0
B09105,Liability,Construction,263,96501.0,2316024,Medium,No,0
B09106,Professional Indemnity,Construction,495,151210.0,7258080,Low,Yes,0
B09107,Liability,Construction,122,183282.85,5961270,Medium,Yes,4
B09108,Workers Compensation,Construction,59,158706.0,6506946,High,No,0
B09109,Liability,IT,420,112330.0,3145240,Medium,No,0
B09110,Professional Indemnity,IT,286,185111.34,9058968,High,No,2
B09111,Professional Indemnity,Manufacturing,349,103669.0,1555035,Low,Yes,0
B09112,Liability,IT,25,26287.52,1180256,Medium,No,1
B09113,Workers Compensation,Construction,473,20707.02,595608,Medium,No,5
B09114,Professional Indemnity,Manufacturing,127,157233.33,5114010,Low,No,4
B09115,Workers Compensation,Construction,310,98153.15,3441438,Medium,No,3
B09116,Professional Indemnity,IT,288,80092.81,3544240,Medium,No,5
B09117,Professional Indemnity,Retail,495,64310.3,2879366,Low,Yes,2
B09118,Workers Compensation,Manufacturing,220,103678.79,1573670,Medium,Yes,4
B09119,Liability,Retail,402,112658.05,5129880,Low,No,4
B09120,Liability,Retail,28,177324.14,5247347,Medium,No,1
B09121,Workers Compensation,Construction,401,56739.11,1443710,Medium,Yes,5
B09122,Liability,Manufacturing,323,143524.54,1746580,Low,Yes,5
B09123,Professional Indemnity,Healthcare,386,116664.0,5599872,Medium,No,0
B09124,Liability,Construction,219,99423.94,3753761,Medium,No,1
B09125,Workers Compensation,Manufacturing,374,110521.0,1326252,High,No,0
B09126,Liability,IT,437,145646.0,4806318,Medium,Yes,0
B09127,Liability,IT,225,35304.56,497588,Medium,No,4
B09128,Liability,Healthcare,308,116666.35,5420814,Medium,No,5
B09129,Liability,Manufacturing,55,48702.0,1217550,Low,Yes,0
B09130,Professional Indemnity,Retail,347,71073.44,2960160,Medium,Yes,2
