Policy_ID,Sub_Type,Asset_Type,Annual_Premium,Coverage_Amount,Risk_Factor,Claim_Status,No_Claim_Years
S09393,Crop Insurance,Agriculture,16159.22,197868,Health,No,1
S09394,Gadget Insurance,Cat,2784.2,34788,Health,No,2
S09395,Cyber Insurance,Dog,23683.66,362505,Damage,Yes,1
S09396,Gadget Insurance,Agriculture,2237.0,31318,Theft,Yes,0
S09397,Crop Insurance,Agriculture,34781.85,1231344,Hacking,No,2
S09398,Cyber Insurance,Cat,31831.38,487215,Hacking,No,1
S09399,Gadget Insurance,Mobile,47419.0,900961,Weather,Yes,0
S09400,Pet Insurance,Dog,17311.01,300288,Weather,Yes,4
S09401,Pet Insurance,Agriculture,10330.18,221361,Weather,Yes,1
S09402,Pet Insurance,Mobile,2992.0,32912,Damage,No,0
S09403,Cyber Insurance,Data,1264.02,30889,Theft,No,3
S09404,Crop Insurance,Laptop,20227.04,872703,Damage,No,5
S09405,Crop Insurance,Dog,35655.18,1439554,Weather,No,3
S09406,Cyber Insurance,Data,1723.0,15507,Damage,No,0
S09407,Cyber Insurance,Data,43618.49,272502,Hacking,No,2
S09408,Cyber Insurance,Data,20770.57,216270,Theft,Yes,2
S09409,Pet Insurance,Agriculture,17072.58,418104,Hacking,No,1
S09410,Crop Insurance,Laptop,3238.64,20646,Hacking,Yes,3
S09411,Cyber Insurance,Dog,41333.7,301266,Damage,No,2
S09412,Crop Insurance,Cat,16614.92,605500,Damage,Yes,2
S09413,Crop Insurance,Cat,43775.78,651154,Health,No,3
S09414,Gadget Insurance,Data,18364.35,418110,Hacking,Yes,4
S09415,Gadget Insurance,Data,21455.34,692540,Theft,Yes,2
S09416,Pet Insurance,Mobile,10323.68,171315,Weather,No,5
S09417,Crop Insurance,Mobile,5072.0,162304,Weather,No,0
S09418,Pet Insurance,Data,12571.44,141108,Theft,Yes,1
S09419,Gadget Insurance,Mobile,11229.0,315684,Damage,Yes,2
S09420,Crop Insurance,Cat,28023.35,1054068,Hacking,No,5
S09421,Cyber Insurance,Data,7535.08,166720,Hacking,Yes,5
S09422,Pet Insurance,Agriculture,4626.25,105974,Theft,No,2
S09423,Gadget Insurance,Cat,31188.96,811536,Theft,No,4
S09424,Gadget Insurance,Agriculture,19656.0,511056,Damage,No,0
S09425,Gadget Insurance,Mobile,46814.6,334390,Damage,No,1
S09426,Crop Insurance,Mobile,32802.46,1297890,Theft,No,2
S09427,Gadget Insurance,Cat,30597.56,1186436,Damage,No,1
S09428,Cyber Insurance,Laptop,1911.56,26403,Health,No,3
S09429,Gadget Insurance,Laptop,14567.59,80580,Health,No,5
S09430,Crop Insurance,Agriculture,12004.07,66400,Damage,No,5
S09431,Pet Insurance,Data,16664.86,485856,Weather,No,2
S09432,Pet Insurance,Data,46753.23,827577,Damage,No,2
S09433,Crop Insurance,Agriculture,16309.92,225277,Hacking,No,3
S09434,Cyber Insurance,Agriculture,21674.73,563976,Damage,Yes,4
S09435,Pet Insurance,Data,25268.12,947160,Damage,No,2
S09436,Gadget Insurance,Data,31312.72,692820,Hacking,No,5
S09437,Crop Insurance,Mobile,12687.08,258920,Hacking,No,1
S09438,Pet Insurance,Laptop,7225.0,57800,Damage,Yes,0
S09439,Pet Insurance,Agriculture,37503.62,841918,Hacking,No,1
S09440,Pet Insurance,Cat,18413.24,519038,Weather,Yes,4
S09441,Gadget Insurance,Dog,23007.0,759231,Hacking,Yes,0
S09442,Cyber Insurance,Data,27710.48,565520,Damage,No,1
S09443,Gadget Insurance,Data,5358.64,60148,Damage,No,1
S09444,Crop Insurance,Data,28803.3,520251,Damage,Yes,3
S09445,Pet Insurance,Dog,45559.45,296364,Damage,Yes,4
S09446,Gadget Insurance,Data,36644.95,324320,Theft,No,5
S09447,Crop Insurance,Laptop,9346.04,337620,Damage,No,3
S09448,Pet Insurance,Laptop,40459.0,202295,Hacking,No,0
S09449,Cyber Insurance,Laptop,26909.72,863330,Hacking,No,5
S09450,Crop Insurance,Agriculture,46799.83,1640892,Weather,No,3
S09451,Cyber Insurance,Mobile,6729.6,182400,Hacking,No,4
S09452,Pet Insurance,Mobile,35377.29,1362932,Hacking,No,2
S09453,Cyber Insurance,Dog,15274.2,222656,Health,No,2
S09454,Cyber Insurance,Mobile,35572.0,1138304,Hacking,No,0
S09455,Cyber Insurance,Dog,8616.71,287104,Damage,No,2
S09456,Gadget Insurance,Laptop,45722.17,923001,Hacking,No,3
S09457,Crop Insurance,Laptop,42921.0,1373472,Damage,No,0
S09458,Pet Insurance,Cat,30689.01,712971,Damage,No,5
S09459,Pet Insurance,Cat,14902.7,517024,Theft,Yes,4
S09460,Pet Insurance,Dog,45352.0,226760,Health,No,0
S09461,Crop Insurance,Mobile,25634.29,850770,Health,No,5
S09462,Pet Insurance,Dog,5871.0,158517,Health,Yes,0
S09463,Pet Insurance,Data,44532.18,590733,Theft,Yes,1
S09464,Pet Insurance,Cat,3204.6,75210,Damage,No,1
S09465,Pet Insurance,Agriculture,39025.0,429275,Damage,No,0
S09466,Gadget Insurance,Agriculture,18880.5,727383,Hacking,No,2
S09467,Pet Insurance,Agriculture,12406.8,101280,Weather,Yes,1
S09468,Gadget Insurance,Laptop,27482.88,1072656,Theft,No,4
S09469,Pet Insurance,Data,24837.03,741879,Weather,No,5
S09470,Gadget Insurance,Cat,8812.38,177897,Health,Yes,3
S09471,Crop Insurance,Mobile,44552.76,1091088,Damage,No,1
S09472,Cyber Insurance,Dog,37838.0,302704,Health,Yes,0
S09473,Pet Insurance,Data,40461.65,1390290,Health,No,2
S09474,Gadget Insurance,Agriculture,35233.52,449220,Weather,No,3
S09475,Cyber Insurance,Laptop,22372.04,866250,Hacking,No,5
S09476,Gadget Insurance,Cat,28902.87,895300,Weather,No,5
S09477,Pet Insurance,Dog,4798.08,127296,Weather,No,1
S09478,Pet Insurance,Laptop,4177.92,32354,Weather,No,5
S09479,Pet Insurance,Agriculture,32326.92,929838,Weather,Yes,5
S09480,Cyber Insurance,Dog,23347.32,632060,Health,Yes,2
S09481,Crop Insurance,Agriculture,31261.02,195300,Health,No,2
S09482,Crop Insurance,Mobile,47548.44,1188216,Hacking,No,2
S09483,Crop Insurance,Agriculture,43768.0,1094200,Theft,No,0
S09484,Gadget Insurance,Dog,10096.8,67020,Hacking,No,5
S09485,Cyber Insurance,Data,26539.11,234880,Damage,Yes,5
S09486,Crop Insurance,Dog,25814.17,199906,Weather,Yes,5
S09487,Cyber Insurance,Laptop,2293.01,87010,Hacking,Yes,4
S09488,Gadget Insurance,Data,42969.26,1521194,Damage,No,2
S09489,Gadget Insurance,Dog,37968.63,1532958,Theft,No,3
S09490,Crop Insurance,Data,30412.34,1086155,Damage,No,1
S09491,Crop Insurance,Mobile,12580.91,200505,Health,No,3
S09492,Pet Insurance,Cat,11221.0,370293,Hacking,Yes,0
S09493,Pet Insurance,Data,9458.0,104038,Damage,No,0
S09494,Pet Insurance,Data,15711.95,469314,Theft,No,5
S09495,Crop Insurance,Dog,37754.98,320912,Health,Yes,3
S09496,Pet Insurance,Dog,29319.57,583848,Weather,No,5
S09497,Crop Insurance,Mobile,3417.37,118560,Hacking,Yes,4
S09498,Pet Insurance,Dog,9491.0,294221,Hacking,No,0
S09499,Pet Insurance,Laptop,36240.0,398640,Theft,No,0
S09500,Pet Insurance,Dog,31009.45,362417,Health,No,3
S09501,Gadget Insurance,Agriculture,7947.0,198675,Weather,No,0
S09502,Gadget Insurance,Laptop,39667.37,1118156,Health,No,4
S09503,Cyber Insurance,Mobile,35246.45,534982,Damage,No,4
S09504,Cyber Insurance,Dog,30593.11,862368,Theft,No,4
S09505,Gadget Insurance,Data,16352.28,433836,Health,No,1
S09506,Cyber Insurance,Laptop,23200.33,779743,Theft,No,4
S09507,Crop Insurance,Laptop,27756.83,1113441,Damage,Yes,4
S09508,Crop Insurance,Agriculture,43757.0,223250,Hacking,Yes,1
S09509,Gadget Insurance,Laptop,43752.48,1355284,Hacking,No,5
S09510,Pet Insurance,Mobile,35230.35,1320588,Health,No,2
S09511,Gadget Insurance,Laptop,27105.0,433680,Theft,No,0
S09512,Cyber Insurance,Data,9291.94,261924,Damage,No,4
S09513,Cyber Insurance,Dog,15200.0,577600,Theft,No,0
S09514,Crop Insurance,Agriculture,41635.51,1282873,Weather,Yes,3
S09515,Cyber Insurance,Dog,35072.0,315648,Hacking,Yes,0
S09516,Pet Insurance,Cat,35384.88,1291818,Weather,Yes,5
S09517,Gadget Insurance,Agriculture,11584.58,354630,Damage,No,1
S09518,Gadget Insurance,Mobile,18250.0,547500,Damage,No,0
S09519,Pet Insurance,Dog,1493.0,19409,Health,No,0
S09520,Crop Insurance,Mobile,31016.0,558288,Health,Yes,0
S09521,Crop Insurance,Laptop,41844.63,1219960,Health,Yes,2
S09522,Crop Insurance,Cat,32838.0,820608,Theft,No,2
S09523,Gadget Insurance,Mobile,38042.98,889240,Hacking,Yes,3
S09524,Cyber Insurance,Data,3002.72,70472,Damage,No,1
S09525,Crop Insurance,Cat,25363.0,634075,Hacking,No,0
S09526,Pet Insurance,Laptop,19795.0,257335,Damage,No,0
S09527,Pet Insurance,Agriculture,42959.0,945098,Health,No,0
S09528,Crop Insurance,Cat,42595.0,383355,Damage,No,0
S09529,Crop Insurance,Dog,1134.23,41335,Weather,No,2
S09530,Pet Insurance,Mobile,12061.02,120087,Theft,No,5
S09531,Crop Insurance,Data,41436.63,687615,Weather,No,5
S09532,Pet Insurance,Data,23379.21,919080,Hacking,No,3
S09533,Crop Insurance,Dog,11553.58,112734,Hacking,No,4
S09534,Crop Insurance,Cat,6330.8,122740,Theft,No,1
S09535,Pet Insurance,Dog,34533.39,1413548,Hacking,No,5
S09536,Gadget Insurance,Agriculture,7147.0,114352,Hacking,No,0
S09537,Gadget Insurance,Mobile,42202.25,560256,Hacking,Yes,5
S09538,Gadget Insurance,Dog,33510.2,1246140,Theft,No,3
S09539,Cyber Insurance,Laptop,29297.18,794075,Theft,No,4
S09540,Crop Insurance,Data,8384.77,343212,Hacking,No,5
S09541,Crop Insurance,Mobile,27226.8,462848,Health,No,3
S09542,Gadget Insurance,Laptop,44325.34,507683,Damage,Yes,2
S09543,Gadget Insurance,Data,5572.95,54378,Damage,Yes,4
S09544,Pet Insurance,Dog,35954.48,649417,Hacking,No,3
S09545,Crop Insurance,Cat,35057.66,892032,Weather,Yes,5
S09546,Cyber Insurance,Agriculture,31979.4,466172,Hacking,No,2
S09547,Pet Insurance,Dog,35051.87,707598,Theft,Yes,3
S09548,Cyber Insurance,Data,32609.48,1143351,Theft,Yes,3
S09549,Cyber Insurance,Laptop,39076.5,1383360,Theft,No,5
S09550,Cyber Insurance,Agriculture,16725.3,163197,Weather,Yes,4
S09551,Crop Insurance,Laptop,3394.05,116622,Weather,No,2
S09552,Pet Insurance,Mobile,48100.0,1250600,Weather,Yes,0
S09553,Crop Insurance,Agriculture,41842.08,640440,Hacking,No,1
S09554,Crop Insurance,Cat,11287.02,195792,Health,No,4
S09555,Crop Insurance,Dog,16774.35,541446,Theft,No,2
S09556,Pet Insurance,Dog,36593.54,855360,Theft,Yes,3
S09557,Cyber Insurance,Mobile,44678.77,1302588,Weather,Yes,2
S09558,Pet Insurance,Laptop,27050.94,220824,Damage,No,1
S09559,Pet Insurance,Mobile,5583.52,30885,Theft,No,5
S09560,Pet Insurance,Mobile,34713.56,177110,Theft,No,1
S09561,Cyber Insurance,Mobile,33469.0,702849,Damage,Yes,0
S09562,Pet Insurance,Cat,43252.0,648780,Damage,No,0
S09563,Crop Insurance,Agriculture,39525.36,1169628,Hacking,No,1
S09564,Crop Insurance,Mobile,31924.08,415332,Hacking,No,4
S09565,Gadget Insurance,Laptop,38346.53,332592,Damage,No,4
S09566,Pet Insurance,Cat,1323.32,18278,Health,No,3
S09567,Crop Insurance,Laptop,41299.0,536887,Health,Yes,0
S09568,Crop Insurance,Mobile,44712.27,760096,Health,No,3
S09569,Pet Insurance,Dog,47042.0,1505344,Theft,No,0
S09570,Crop Insurance,Cat,9866.64,181224,Damage,No,1
S09571,Cyber Insurance,Cat,2106.69,36544,Hacking,No,4
S09572,Pet Insurance,Dog,34554.68,1386131,Weather,No,4
S09573,Gadget Insurance,Laptop,5199.88,201628,Hacking,No,1
S09574,Gadget Insurance,Data,19904.33,359516,Theft,Yes,3
S09575,Crop Insurance,Laptop,16739.1,355700,Hacking,Yes,3
S09576,Crop Insurance,Dog,16063.65,635588,Health,Yes,2
S09577,Cyber Insurance,Dog,33589.0,369479,Hacking,No,0
S09578,Crop Insurance,Cat,7466.48,222124,Hacking,No,3
S09579,Pet Insurance,Data,33198.48,948528,Theft,Yes,1
S09580,Pet Insurance,Laptop,34955.87,519960,Damage,No,3
S09581,Gadget Insurance,Cat,44758.84,1552832,Weather,Yes,4
S09582,Crop Insurance,Agriculture,11641.0,116410,Damage,No,0
S09583,Crop Insurance,Laptop,12352.08,382620,Theft,Yes,5
S09584,Cyber Insurance,Cat,47262.24,639743,Hacking,No,2
S09585,Cyber Insurance,Data,35071.0,666349,Damage,No,0
S09586,Gadget Insurance,Agriculture,10284.4,178400,Weather,Yes,4
S09587,Pet Insurance,Laptop,5726.06,204864,Damage,No,4
S09588,Cyber Insurance,Agriculture,9500.39,226600,Damage,Yes,4
S09589,Crop Insurance,Data,44059.68,1050896,Damage,No,4
S09590,Cyber Insurance,Mobile,4970.56,177520,Health,Yes,1
S09591,Gadget Insurance,Laptop,36163.86,414205,Health,No,2
S09592,Cyber Insurance,Laptop,30558.85,709947,Theft,No,5
S09593,Cyber Insurance,Agriculture,19948.06,475794,Hacking,No,4
S09594,Gadget Insurance,Mobile,36511.02,633344,Theft,No,4
S09595,Pet Insurance,Mobile,19222.91,163392,Theft,No,3
S09596,Gadget Insurance,Laptop,4905.72,112376,Health,Yes,2
S09597,Pet Insurance,Dog,42621.0,468831,Weather,No,0
S09598,Gadget Insurance,Dog,38965.35,1217160,Hacking,Yes,2
S09599,Gadget Insurance,Dog,32315.54,1009440,Hacking,No,2
S09600,Gadget Insurance,Agriculture,3371.62,138010,Theft,Yes,5
S09601,Crop Insurance,Dog,33322.04,1144968,Theft,No,2
S09602,Crop Insurance,Dog,5650.41,87514,Damage,No,5
S09603,Pet Insurance,Agriculture,41456.76,584298,Damage,No,4
S09604,Crop Insurance,Data,45042.0,1220825,Health,No,4
S09605,Crop Insurance,Agriculture,44666.44,1458496,Weather,No,1
S09606,Cyber Insurance,Dog,44371.66,1178112,Weather,No,5
S09607,Crop Insurance,Cat,2228.16,54230,Damage,Yes,5
S09608,Pet Insurance,Laptop,44230.0,265380,Damage,No,0
S09609,Pet Insurance,Data,11221.83,274229,Weather,Yes,3
S09610,Crop Insurance,Laptop,14284.99,416472,Theft,No,2
S09611,Crop Insurance,Agriculture,49761.0,646893,Weather,Yes,0
S09612,Pet Insurance,Agriculture,44351.78,785056,Weather,No,5
S09613,Pet Insurance,Mobile,6766.0,33830,Health,No,0
S09614,Cyber Insurance,Laptop,36552.04,895152,Health,No,1
S09615,Gadget Insurance,Data,34788.34,1182784,Damage,Yes,3
S09616,Pet Insurance,Data,20810.06,690660,Theft,No,5
S09617,Pet Insurance,Data,27682.57,581875,Damage,No,5
S09618,Crop Insurance,Agriculture,36539.38,684828,Theft,No,2
S09619,Gadget Insurance,Agriculture,25879.02,329952,Weather,No,3
S09620,Cyber Insurance,Mobile,20916.14,320145,Weather,Yes,1
S09621,Gadget Insurance,Dog,21008.78,728864,Theft,No,4
S09622,Crop Insurance,Dog,42904.0,386136,Theft,No,0
S09623,Crop Insurance,Agriculture,26551.22,608212,Weather,No,2
S09624,Pet Insurance,Data,29862.83,198222,Weather,Yes,5
S09625,Gadget Insurance,Mobile,2391.7,62232,Hacking,No,4
S09626,Crop Insurance,Cat,7654.78,54677,Damage,No,1
S09627,Cyber Insurance,Agriculture,26179.26,834450,Health,No,3
S09628,Cyber Insurance,Dog,48081.0,1105863,Theft,Yes,0
S09629,Gadget Insurance,Laptop,10134.14,348216,Health,Yes,2
S09630,Pet Insurance,Mobile,39979.51,442290,Theft,No,5
S09631,Crop Insurance,Cat,41778.32,1201694,Damage,No,5
S09632,Crop Insurance,Agriculture,15052.13,277423,Theft,Yes,4
S09633,Gadget Insurance,Mobile,22823.08,296928,Health,No,4
S09634,Gadget Insurance,Mobile,11390.0,284750,Theft,No,0
S09635,Gadget Insurance,Laptop,9530.51,202520,Damage,Yes,3
S09636,Crop Insurance,Agriculture,35888.58,1428219,Weather,No,1
S09637,Crop Insurance,Mobile,44735.8,237655,Damage,No,3
S09638,Crop Insurance,Agriculture,37272.14,633616,Hacking,No,3
S09639,Crop Insurance,Agriculture,25609.83,163260,Health,Yes,3
S09640,Gadget Insurance,Agriculture,7990.0,159800,Hacking,Yes,0
S09641,Crop Insurance,Laptop,34285.0,342850,Damage,No,0
S09642,Crop Insurance,Agriculture,15328.18,609999,Theft,No,1
S09643,Pet Insurance,Mobile,35247.64,1123500,Theft,No,3
S09644,Cyber Insurance,Dog,24694.0,296328,Theft,No,0
S09645,Gadget Insurance,Dog,13544.58,262599,Hacking,Yes,1
S09646,Cyber Insurance,Agriculture,15059.32,83300,Theft,No,5
S09647,Crop Insurance,Mobile,15442.84,551530,Health,No,1
S09648,Gadget Insurance,Dog,15113.66,337218,Weather,No,3
S09649,Gadget Insurance,Data,29851.15,683804,Weather,Yes,2
S09650,Pet Insurance,Mobile,20183.86,772020,Hacking,No,3
S09651,Gadget Insurance,Agriculture,31967.87,499290,Weather,Yes,2
S09652,Gadget Insurance,Mobile,15797.6,338520,Health,No,1
S09653,Gadget Insurance,Laptop,14839.67,525344,Hacking,No,5
S09654,Pet Insurance,Dog,41952.77,603356,Hacking,No,5
S09655,Gadget Insurance,Dog,17731.0,88655,Health,No,0
S09656,Pet Insurance,Mobile,36746.19,1504124,Health,Yes,5
S09657,Pet Insurance,Data,29060.13,693132,Weather,No,4
S09658,Cyber Insurance,Agriculture,16238.6,579950,Health,No,1
S09659,Pet Insurance,Cat,33595.0,1209420,Weather,No,0
S09660,Crop Insurance,Data,18099.21,520598,Health,Yes,5
S09661,Gadget Insurance,Cat,14027.72,343536,Damage,No,1
S09662,Cyber Insurance,Laptop,33592.08,1213494,Damage,Yes,3
S09663,Crop Insurance,Laptop,16788.52,705774,Hacking,No,5
S09664,Gadget Insurance,Data,7157.86,119248,Weather,No,2
S09665,Gadget Insurance,Dog,25868.08,791880,Damage,No,1
S09666,Gadget Insurance,Laptop,14078.0,168936,Damage,No,0
S09667,Gadget Insurance,Data,25002.77,796950,Hacking,No,3
S09668,Cyber Insurance,Agriculture,4686.55,55891,Theft,No,4
S09669,Crop Insurance,Mobile,8374.73,142368,Theft,Yes,3
S09670,Pet Insurance,Dog,32359.46,1396161,Health,Yes,5
S09671,Gadget Insurance,Cat,10645.07,110840,Damage,No,2
S09672,Gadget Insurance,Agriculture,35857.53,495274,Health,No,3
S09673,Cyber Insurance,Agriculture,40809.26,1327320,Weather,No,4
S09674,Pet Insurance,Dog,31563.0,599697,Health,Yes,0
S09675,Pet Insurance,Cat,15000.86,596973,Damage,No,1
S09676,Crop Insurance,Laptop,37694.74,941976,Damage,No,2
S09677,Pet Insurance,Laptop,6797.85,250580,Weather,Yes,4
S09678,Crop Insurance,Cat,2214.61,24500,Damage,Yes,5
S09679,Crop Insurance,Agriculture,44898.65,1291446,Weather,No,5
S09680,Gadget Insurance,Dog,3400.55,79002,Theft,Yes,5
S09681,Gadget Insurance,Dog,12476.56,402721,Theft,No,2
S09682,Gadget Insurance,Dog,1628.26,24220,Damage,No,3
S09683,Gadget Insurance,Mobile,41702.49,1476348,Theft,No,2
S09684,Crop Insurance,Laptop,1246.51,27580,Hacking,No,5
S09685,Crop Insurance,Data,45948.69,697424,Hacking,Yes,4
S09686,Pet Insurance,Cat,30539.74,1090705,Theft,Yes,1
S09687,Cyber Insurance,Agriculture,10386.04,360332,Health,Yes,1
S09688,Cyber Insurance,Data,42507.3,1150760,Damage,Yes,2
S09689,Crop Insurance,Data,3632.86,88418,Weather,Yes,5
S09690,Pet Insurance,Mobile,17515.0,262725,Damage,Yes,0
S09691,Gadget Insurance,Laptop,14345.49,149370,Weather,No,2
S09692,Cyber Insurance,Agriculture,15448.91,153819,Damage,Yes,5
S09693,Gadget Insurance,Agriculture,13574.81,403844,Hacking,No,3
S09694,Gadget Insurance,Agriculture,32288.06,527152,Theft,Yes,1
S09695,Crop Insurance,Mobile,42397.74,1211364,Theft,No,1
S09696,Cyber Insurance,Agriculture,14308.0,335800,Damage,No,1
S09697,Pet Insurance,Dog,41643.0,1124361,Theft,No,0
S09698,Pet Insurance,Laptop,38765.55,428860,Theft,No,5
S09699,Cyber Insurance,Mobile,33662.91,558615,Hacking,Yes,5
S09700,Cyber Insurance,Dog,35168.85,1206117,Theft,No,5
S09701,Cyber Insurance,Dog,14748.37,326320,Weather,No,5
S09702,Cyber Insurance,Agriculture,26240.0,183680,Theft,Yes,0
S09703,Gadget Insurance,Cat,18584.8,423129,Theft,No,4
S09704,Cyber Insurance,Cat,10434.75,130380,Theft,No,2
S09705,Cyber Insurance,Cat,24832.1,672256,Hacking,Yes,2
S09706,Cyber Insurance,Data,1314.3,13086,Weather,Yes,5
S09707,Pet Insurance,Mobile,5563.39,171419,Damage,Yes,3
S09708,Crop Insurance,Cat,12008.92,147048,Theft,No,1
S09709,Cyber Insurance,Laptop,45212.0,949452,Weather,No,0
S09710,Cyber Insurance,Laptop,22931.2,657828,Theft,Yes,3
S09711,Crop Insurance,Laptop,9083.44,270228,Damage,Yes,3
S09712,Crop Insurance,Agriculture,24881.32,880832,Damage,No,5
S09713,Pet Insurance,Cat,22331.0,267972,Weather,Yes,0
S09714,Cyber Insurance,Dog,6614.27,268593,Weather,No,2
S09715,Cyber Insurance,Agriculture,17095.12,139552,Damage,No,1
S09716,Gadget Insurance,Cat,27565.4,774954,Damage,Yes,2
S09717,Gadget Insurance,Mobile,36030.71,995332,Health,No,3
S09718,Crop Insurance,Dog,26477.64,486324,Weather,No,1
S09719,Gadget Insurance,Mobile,16427.38,195910,Damage,Yes,4
S09720,Cyber Insurance,Dog,2785.93,44400,Damage,No,3
S09721,Cyber Insurance,Data,25305.58,500631,Damage,No,2
S09722,Gadget Insurance,Cat,28784.15,689333,Weather,No,2
S09723,Pet Insurance,Agriculture,4548.53,155992,Weather,No,5
S09724,Pet Insurance,Cat,40987.95,1152306,Hacking,No,2
S09725,Crop Insurance,Cat,39429.0,906867,Theft,No,0
S09726,Pet Insurance,Laptop,1501.2,47850,Hacking,No,3
S09727,Gadget Insurance,Mobile,16961.84,86540,Damage,Yes,1
S09728,Pet Insurance,Agriculture,17796.21,574430,Damage,No,2
S09729,Cyber Insurance,Data,24547.78,434512,Damage,Yes,5
S09730,Cyber Insurance,Cat,33822.91,972868,Weather,No,5
S09731,Cyber Insurance,Laptop,9875.79,195377,Hacking,No,2
S09732,Cyber Insurance,Cat,14085.0,464805,Hacking,Yes,0
S09733,Crop Insurance,Data,39056.61,518496,Damage,No,5
S09734,Gadget Insurance,Data,15311.52,124992,Theft,Yes,1
S09735,Gadget Insurance,Data,38786.52,741780,Hacking,No,3
S09736,Crop Insurance,Laptop,8328.06,234754,Hacking,No,4
S09737,Cyber Insurance,Data,6158.0,49264,Weather,No,0
S09738,Pet Insurance,Laptop,1279.05,48110,Health,Yes,5
S09739,Gadget Insurance,Cat,16514.15,157914,Health,Yes,3
S09740,Gadget Insurance,Data,12620.76,342075,Damage,No,4
S09741,Pet Insurance,Mobile,43921.97,960393,Damage,No,2
S09742,Crop Insurance,Cat,37345.15,1438745,Theft,Yes,2
S09743,Gadget Insurance,Laptop,39548.88,645696,Theft,No,1
S09744,Gadget Insurance,Data,17343.29,376060,Weather,No,4
S09745,Gadget Insurance,Laptop,31598.12,263208,Hacking,No,2
S09746,Pet Insurance,Mobile,42852.09,1517046,Health,No,2
S09747,Cyber Insurance,Agriculture,17033.48,584164,Health,Yes,5
S09748,Crop Insurance,Laptop,20093.92,492096,Theft,No,1
S09749,Crop Insurance,Data,19626.68,604737,Health,No,3
S09750,Cyber Insurance,Dog,33748.46,913640,Health,No,2
S09751,Gadget Insurance,Mobile,21956.0,548900,Weather,No,0
S09752,Crop Insurance,Mobile,26624.0,1011712,Health,No,0
S09753,Crop Insurance,Cat,36119.18,1343160,Weather,No,3
S09754,Gadget Insurance,Data,13903.78,286406,Health,No,4
S09755,Gadget Insurance,Cat,5016.62,76785,Theft,No,1
S09756,Cyber Insurance,Mobile,23454.94,986024,Hacking,No,5
S09757,Gadget Insurance,Laptop,24781.0,421277,Weather,No,0
S09758,Gadget Insurance,Data,38896.0,1361360,Health,No,0
S09759,Cyber Insurance,Mobile,8632.61,247644,Theft,No,3
S09760,Crop Insurance,Cat,22594.33,881856,Weather,Yes,4
S09761,Cyber Insurance,Dog,32078.12,834672,Damage,Yes,4
S09762,Gadget Insurance,Data,33712.56,1002932,Weather,No,3
S09763,Crop Insurance,Data,13145.0,210320,Weather,Yes,0
S09764,Gadget Insurance,Data,18101.58,424833,Theft,No,1
S09765,Pet Insurance,Data,37083.0,1334988,Theft,No,0
S09766,Crop Insurance,Agriculture,36608.79,1111320,Hacking,No,4
S09767,Gadget Insurance,Mobile,31701.41,245497,Weather,No,5
S09768,Pet Insurance,Dog,48058.0,1009218,Weather,No,0
S09769,Crop Insurance,Dog,6869.8,182260,Damage,No,1
